timestamp_ms,timestamp_s,killerId,monsterType,monsterSubType,teamId,position_x,position_y,window_30s
417253,417.253,7,DRAGON,FIRE_DRAGON,,9837,4397,13
783975,783.975,7,DRAGON,AIR_DRAGON,,9909,4572,26
1025435,1025.435,7,RIFTHERALD,,,4844,9892,34
1134966,1134.966,7,DRAGON,CHEMTECH_DRAGON,,9837,4397,37
