timestamp_ms,timestamp_s,killerId,monsterType,monsterSubType,teamId,position_x,position_y,window_30s
400064,400.064,2,DRAGON,CHEMTECH_DRAGON,,9836,4398,13
726080,726.08,2,DRAGON,AIR_DRAGON,,10009,4685,24
1058466,1058.466,2,DRAGON,EARTH_DRAGON,,9911,4777,35
1172156,1172.156,2,RIFTHERALD,,,4528,10098,39
1335616,1335.616,1,ATAKHAN,,,3232,11526,44
1390982,1390.982,2,DRAGON,EARTH_DRAGON,,9759,4769,46
1518499,1518.499,2,BARON_NASHOR,,,5007,10471,50
