timestamp_ms,timestamp_s,killerId,monsterType,monsterSubType,teamId,position_x,position_y,window_30s
345953,345.953,2,DRAGON,AIR_DRAGON,,9859,4420,11
692063,692.063,2,DRAGON,HEXTECH_DRAGON,,9837,4397,23
936866,936.866,4,RIFTHERALD,,,3886,9964,31
1030337,1030.337,2,DRAGON,EARTH_DRAGON,,9837,4397,34
1317397,1317.397,1,ATAKHAN,,,3120,12062,43
1474377,1474.377,2,DRAGON,EARTH_DRAGON,,10717,4398,49
1570238,1570.238,4,BARON_NASHOR,,,5007,10471,52
