timestamp_ms,timestamp_s,killerId,monsterType,monsterSubType,teamId,position_x,position_y,window_30s
658867,658.867,9,DRAGON,EARTH_DRAGON,,9908,4492,21
1001830,1001.83,7,RIFTHERALD,,,4589,10023,33
1113079,1113.079,7,DRAGON,CHEMTECH_DRAGON,,10205,4753,37
1248335,1248.335,2,ATAKHAN,,,3109,11493,41
1432857,1432.857,7,DRAGON,FIRE_DRAGON,,9837,4397,47
1546795,1546.795,7,BARON_NASHOR,,,5007,10471,51
