timestamp_ms,timestamp_s,killerId,monsterType,monsterSubType,teamId,position_x,position_y,window_30s
528955,528.955,2,DRAGON,FIRE_DRAGON,,9836,4398,17
904765,904.765,2,DRAGON,WATER_DRAGON,,9982,4785,30
1040993,1040.993,4,RIFTHERALD,,,4707,9806,34
1256937,1256.937,2,DRAGON,AIR_DRAGON,,9859,4420,41
1283126,1283.126,2,ATAKHAN,,,11723,3511,42
