timestamp_ms,timestamp_s,killerId,monsterType,monsterSubType,teamId,position_x,position_y,window_30s
396126,396.126,7,DRAGON,AIR_DRAGON,,9859,4420,13
788104,788.104,7,DRAGON,FIRE_DRAGON,,9901,4458,26
1099709,1099.709,7,RIFTHERALD,,,4528,10348,36
1151079,1151.079,2,DRAGON,EARTH_DRAGON,,9837,4397,38
1223128,1223.128,6,ATAKHAN,,,11723,3511,40
1472648,1472.648,7,DRAGON,EARTH_DRAGON,,9837,4397,49
1547903,1547.903,7,BARON_NASHOR,,,5007,10471,51
